Employee_ID,Age,Gender,Department,Job_Role,Education,Experience_Years,Monthly_Salary,Performance_Rating,Attendance_Percentage,Training_Hours,Promotions_Last_5_Years,Attrition
5252,38,Female,Marketing,Executive,Post Graduate,13,45779,3,75.55,40,3,No
5253,24,Other,Sales,Associate,Diploma,1,51538,1,75.09,15,0,No
5254,54,Other,Sales,Analyst,High School,29,104488,5,67.51,37,2,No
5255,49,Other,Operations,Manager,Diploma,16,48859,2,63.54,62,0,No
5256,44,Male,IT,Associate,Post Graduate,19,126838,2,95.41,98,3,Yes
5257,42,Male,HR,Manager,Post Graduate,9,104919,1,67.25,89,1,No
5258,22,Female,Sales,Manager,PhD,23,106522,4,62.49,99,1,No
5259,26,Other,Sales,Team Lead,PhD,11,126594,3,83.29,84,1,No
5260,45,Male,Finance,Manager,Post Graduate,26,126925,1,81.84,99,0,No
5261,41,Male,Finance,Analyst,PhD,14,114147,4,82.71,82,2,Yes
5262,36,Male,Operations,Executive,Graduate,8,144707,5,78.72,8,1,No
5263,51,Female,Operations,Team Lead,Diploma,17,32261,4,65.68,26,2,No
5264,34,Other,Sales,Executive,Post Graduate,6,53868,5,60.84,30,1,Yes
5265,59,Female,IT,Manager,Graduate,27,109019,1,61.86,14,0,Yes
5266,48,Other,HR,Senior Manager,High School,2,49329,2,97.73,95,0,No
5267,52,Other,Sales,Associate,High School,15,102367,3,81.27,28,0,No
5268,48,Male,IT,Team Lead,PhD,3,66306,1,75.99,8,1,Yes
5269,29,Male,IT,Manager,PhD,34,31587,2,76.43,43,2,No
5270,42,Male,Sales,Team Lead,Graduate,8,36060,5,86.09,80,0,No
5271,52,Male,IT,Senior Manager,High School,11,91367,3,75.07,59,2,No
5272,25,Male,Marketing,Analyst,Post Graduate,9,37463,4,91.86,77,2,No
5273,43,Other,IT,Analyst,Diploma,1,61748,1,70.4,38,1,No
5274,25,Male,Sales,Associate,PhD,18,128632,4,74.69,50,2,Yes
5275,52,Male,IT,Analyst,Graduate,12,110080,3,97.4,39,0,Yes
5276,30,Female,Sales,Senior Manager,PhD,32,103890,1,70.41,62,3,No
5277,59,Female,Finance,Executive,Graduate,0,126128,1,86.46,5,3,No
5278,35,Other,Sales,Senior Manager,High School,27,126559,4,74.58,37,0,Yes
5279,27,Other,IT,Senior Manager,PhD,5,111282,4,78.85,31,2,No
5280,49,Female,Sales,Manager,Graduate,2,89261,2,61.81,5,3,No
5281,23,Female,HR,Analyst,Graduate,24,69214,4,66.69,53,3,No
5282,39,Male,Sales,Team Lead,PhD,15,122235,5,64.08,50,0,No
5283,30,Male,Sales,Associate,Diploma,3,106950,2,93.79,95,3,No
5284,48,Other,HR,Executive,Post Graduate,7,33696,4,98.47,97,1,No
5285,49,Female,HR,Team Lead,High School,15,56333,1,62.72,33,0,No
5286,35,Other,HR,Manager,PhD,22,59908,4,63.07,75,2,Yes
5287,55,Male,Operations,Manager,PhD,5,34042,3,82.09,8,3,No
5288,26,Other,Marketing,Executive,Diploma,15,108606,2,80.16,4,2,No
5289,32,Other,Operations,Team Lead,High School,15,80106,1,86.02,80,2,No
5290,58,Other,Sales,Executive,PhD,22,112178,4,89.47,91,2,No
5291,33,Male,Operations,Executive,Diploma,15,60679,3,91.89,60,1,No
5292,49,Other,Operations,Analyst,Post Graduate,11,86391,2,65.96,85,3,No
5293,39,Male,HR,Team Lead,Graduate,8,39575,2,61.51,5,3,No
5294,23,Female,HR,Analyst,Post Graduate,17,111266,2,95.57,49,3,Yes
5295,28,Other,Finance,Analyst,Post Graduate,8,133835,1,78.78,31,2,No
5296,28,Other,Operations,Associate,Post Graduate,20,34086,4,98.85,18,0,Yes
5297,40,Male,Marketing,Analyst,Post Graduate,0,73921,1,81.31,57,3,No
5298,24,Other,Sales,Senior Manager,Graduate,22,16631,5,80.4,47,3,Yes
5299,41,Male,IT,Manager,High School,4,138775,4,84.92,16,1,No
5300,23,Other,Marketing,Manager,High School,18,106468,5,66.81,59,0,No
5301,28,Female,Marketing,Senior Manager,Diploma,34,65771,4,70.16,9,3,No
5302,43,Female,Finance,Executive,Diploma,32,129480,2,96.23,78,2,No
5303,36,Female,Sales,Team Lead,PhD,17,107074,1,68.49,49,1,No
5304,33,Other,Sales,Team Lead,Post Graduate,13,135881,5,69.32,37,1,No
5305,23,Other,HR,Team Lead,Post Graduate,19,131051,2,80.4,84,0,Yes
5306,29,Female,HR,Analyst,Graduate,12,126227,2,85.65,39,3,No
5307,34,Female,Marketing,Team Lead,Post Graduate,15,18602,5,60.04,2,3,No
5308,33,Male,Finance,Team Lead,Graduate,30,56818,4,78.27,93,3,No
5309,27,Male,Sales,Team Lead,PhD,34,108329,5,75.96,78,0,No
5310,35,Female,Finance,Manager,Diploma,19,42184,1,94.62,90,2,No
5311,27,Female,IT,Senior Manager,Diploma,0,93760,3,93.59,30,1,No
5312,58,Other,Sales,Associate,PhD,12,128038,4,96.24,15,3,No
5313,54,Female,HR,Executive,PhD,6,113679,2,93.68,27,3,No
5314,42,Male,Marketing,Senior Manager,Post Graduate,21,77539,5,91.47,44,3,No
5315,44,Male,Finance,Team Lead,Diploma,6,83208,3,94.36,36,2,Yes
5316,57,Male,HR,Executive,High School,19,93106,5,66.99,42,1,Yes
5317,21,Male,Marketing,Executive,PhD,3,117679,3,73.63,72,3,Yes
5318,30,Male,HR,Senior Manager,Diploma,5,116821,4,87.34,72,0,Yes
5319,36,Male,Sales,Senior Manager,Diploma,2,106205,5,96.93,75,3,No
5320,28,Female,Finance,Senior Manager,Graduate,2,139377,5,86.68,27,2,Yes
5321,45,Male,IT,Associate,Diploma,2,103044,3,68.32,70,3,No
5322,32,Male,Operations,Senior Manager,PhD,8,120805,1,97.79,59,1,No
5323,45,Male,HR,Associate,Post Graduate,15,89211,2,90.41,63,0,Yes
5324,37,Male,Operations,Analyst,Diploma,15,109034,3,88.66,59,0,Yes
5325,46,Female,Finance,Manager,High School,11,41799,5,90.5,98,2,No
5326,34,Other,Sales,Associate,PhD,19,64079,3,86.37,35,2,No
5327,56,Other,HR,Manager,Post Graduate,30,114947,3,60.88,46,1,No
5328,43,Other,Sales,Team Lead,Post Graduate,29,101752,5,70.14,37,3,Yes
5329,26,Other,IT,Analyst,PhD,20,17229,5,98.26,64,2,No
5330,25,Male,IT,Executive,Post Graduate,2,50237,1,71.54,33,0,No
5331,45,Other,Marketing,Senior Manager,High School,20,128298,1,90.87,21,2,No
5332,38,Other,Marketing,Team Lead,Diploma,27,54364,1,76.98,93,3,Yes
5333,33,Female,Marketing,Executive,PhD,27,31966,5,96.3,83,3,No
5334,34,Female,Sales,Manager,Diploma,4,117423,4,82.31,50,3,No
5335,48,Female,Marketing,Executive,Diploma,6,78989,1,85.28,71,3,No
5336,38,Male,Finance,Senior Manager,Post Graduate,4,39548,2,69.59,44,2,No
5337,48,Male,Operations,Senior Manager,PhD,8,117025,4,62.3,70,3,No
5338,47,Male,Operations,Associate,Diploma,20,41068,1,90.26,1,3,No
5339,52,Female,Sales,Associate,Graduate,19,142982,2,62.71,57,1,No
5340,29,Other,Sales,Manager,High School,16,127526,5,88.87,93,1,No
5341,52,Female,Marketing,Senior Manager,Post Graduate,27,28887,2,82.22,11,0,No
5342,40,Male,Operations,Analyst,PhD,30,127627,1,92.8,99,3,Yes
5343,48,Female,Operations,Team Lead,PhD,32,59278,3,68.23,26,0,No
5344,53,Other,Marketing,Manager,Post Graduate,31,16094,3,81.66,97,2,No
5345,24,Male,Sales,Manager,Diploma,31,133695,2,84.57,37,1,No
5346,54,Other,IT,Executive,Post Graduate,22,85023,5,62.97,74,1,No
5347,23,Other,IT,Manager,PhD,20,66447,4,89.56,19,3,Yes
5348,46,Male,Marketing,Team Lead,Graduate,24,36555,3,75.56,93,0,No
5349,28,Other,IT,Analyst,Diploma,32,105517,4,65.16,42,1,No
5350,26,Female,Finance,Executive,Post Graduate,2,101901,5,75.48,31,2,No
5351,36,Other,Finance,Team Lead,PhD,5,107166,3,63.93,89,1,No
5352,44,Other,Finance,Associate,PhD,27,92497,5,95.52,22,0,Yes
5353,59,Other,Sales,Manager,PhD,1,21769,1,78.27,40,1,No
5354,50,Female,Sales,Senior Manager,Graduate,31,55641,4,65.52,87,1,No
5355,33,Other,Sales,Associate,Diploma,25,49870,1,70.08,1,0,No
5356,25,Other,Sales,Senior Manager,Post Graduate,4,46348,5,88.99,61,2,Yes
5357,45,Female,Sales,Team Lead,Diploma,10,18852,5,91.44,95,3,No
5358,40,Male,Marketing,Analyst,PhD,9,140826,2,61.65,52,2,No
5359,38,Male,IT,Senior Manager,Graduate,14,99824,2,62.4,56,0,No
5360,38,Male,Marketing,Team Lead,Graduate,17,147525,3,96.69,47,3,No
5361,22,Other,IT,Executive,PhD,13,141561,1,73.24,78,1,Yes
5362,30,Male,Marketing,Manager,Diploma,27,66586,1,67.73,5,1,Yes
5363,32,Female,Finance,Analyst,Diploma,29,46912,5,64.92,15,0,No
5364,33,Other,HR,Analyst,Graduate,12,57140,2,79.04,10,2,No
5365,31,Other,Sales,Executive,High School,19,30195,4,90.84,45,2,No
5366,39,Other,HR,Analyst,Graduate,1,139718,5,80.84,72,2,No
5367,55,Male,HR,Team Lead,Graduate,24,33426,1,60.83,56,3,No
5368,59,Male,Finance,Analyst,Post Graduate,11,73968,1,79.36,66,2,No
5369,46,Male,HR,Analyst,Graduate,24,30959,5,72.47,6,2,No
5370,34,Other,HR,Analyst,High School,3,32730,5,87.31,51,2,No
5371,44,Female,Finance,Team Lead,Graduate,11,15013,5,80.94,51,3,No
5372,21,Other,IT,Associate,Diploma,6,40747,1,98.61,29,2,No
5373,42,Female,Marketing,Manager,Post Graduate,31,43118,4,83.93,54,3,No
5374,43,Other,Operations,Senior Manager,Post Graduate,5,44055,1,85.3,21,3,No
5375,39,Female,HR,Associate,Graduate,26,102427,5,80.81,3,0,No
5376,38,Other,Sales,Analyst,Post Graduate,34,17561,2,72.44,4,1,Yes
5377,32,Other,Finance,Executive,Post Graduate,20,49670,4,85.22,21,2,No
5378,48,Female,HR,Executive,Graduate,19,26350,3,73.32,67,1,Yes
5379,48,Female,Operations,Team Lead,High School,18,56364,1,88.69,3,3,Yes
5380,53,Female,IT,Manager,Graduate,32,142220,4,69.47,42,3,No
5381,39,Female,IT,Analyst,Diploma,3,69872,4,74.71,14,0,No
5382,48,Female,Operations,Team Lead,PhD,18,65010,5,83.35,15,3,No
5383,57,Female,Sales,Senior Manager,High School,27,29387,4,85.14,83,0,No
5384,46,Female,HR,Manager,Graduate,21,112994,1,86.74,57,1,No
5385,55,Female,Sales,Manager,High School,23,61965,2,88.01,73,3,Yes
5386,54,Other,IT,Team Lead,PhD,29,131878,4,72.73,32,0,No
5387,55,Female,IT,Associate,Post Graduate,28,121413,1,95.7,94,3,No
5388,36,Female,Marketing,Executive,Post Graduate,9,82358,5,61.2,64,0,No
5389,58,Other,IT,Associate,PhD,31,81081,4,67.54,24,0,No
5390,33,Other,Finance,Manager,Post Graduate,8,144656,3,62.81,36,1,No
5391,43,Male,Marketing,Executive,High School,24,145750,3,86.86,17,2,Yes
5392,42,Male,Sales,Manager,Post Graduate,15,136164,2,70.95,24,1,No
5393,36,Female,IT,Manager,PhD,14,74921,5,67.97,14,3,No
5394,48,Female,Operations,Manager,PhD,17,72808,1,79.23,67,2,No
5395,55,Male,Finance,Senior Manager,PhD,22,146691,4,84.76,34,3,Yes
5396,28,Male,Marketing,Executive,Diploma,2,41991,1,84.77,67,1,No
5397,42,Female,Finance,Senior Manager,High School,6,89957,3,82.3,41,3,No
5398,41,Male,Marketing,Executive,PhD,10,89084,5,99.68,83,2,No
5399,46,Female,Marketing,Senior Manager,High School,23,67503,1,94.41,11,0,No
5400,41,Other,Marketing,Senior Manager,Diploma,34,48652,4,69.55,93,0,No
5401,45,Other,Operations,Senior Manager,High School,24,44172,5,90.35,21,3,No
5402,21,Male,Sales,Team Lead,Graduate,27,24950,4,82.77,35,1,No
5403,26,Other,Marketing,Senior Manager,Diploma,11,90185,4,62.82,33,2,Yes
5404,43,Other,Marketing,Associate,Diploma,22,97470,5,61.98,90,3,No
5405,43,Other,Finance,Associate,Post Graduate,16,23391,5,91.98,24,0,No
5406,43,Other,Marketing,Manager,PhD,17,106502,4,81.8,38,3,No
5407,52,Female,Sales,Analyst,Diploma,8,134462,3,82.85,75,0,No
5408,50,Female,Operations,Senior Manager,High School,34,121772,4,73.45,58,3,No
5409,33,Male,Operations,Analyst,Graduate,17,31437,5,97.21,75,1,Yes
5410,38,Other,Finance,Analyst,High School,19,80699,2,88.53,84,1,No
5411,43,Other,Marketing,Manager,High School,20,120102,1,97.11,49,0,No
5412,35,Other,Finance,Analyst,Graduate,19,140003,4,63.97,60,1,Yes
5413,53,Male,Operations,Analyst,Post Graduate,5,34173,1,83.35,32,3,No
5414,41,Female,Sales,Associate,PhD,8,31197,4,85.5,6,0,Yes
5415,59,Other,Finance,Analyst,Diploma,28,117821,4,65.04,18,0,No
5416,43,Female,Sales,Executive,PhD,28,89713,2,73.85,87,0,Yes
5417,47,Male,IT,Senior Manager,Post Graduate,12,91916,5,68.59,19,1,No
5418,38,Female,Marketing,Senior Manager,Graduate,26,53127,3,99.38,4,1,No
5419,44,Other,Sales,Analyst,PhD,5,63982,5,81.74,93,2,No
5420,27,Female,Marketing,Manager,High School,31,46225,1,72.61,6,3,No
5421,40,Female,Sales,Executive,Diploma,27,144792,1,86.58,19,2,No
5422,47,Male,HR,Manager,Diploma,0,32464,4,86.38,46,0,No
5423,26,Male,HR,Manager,Post Graduate,30,118452,5,73.89,80,3,No
5424,47,Male,HR,Analyst,Post Graduate,29,29769,2,99.76,97,1,Yes
5425,29,Male,Sales,Team Lead,Graduate,17,115569,3,92.36,6,2,No
5426,51,Female,Operations,Analyst,Post Graduate,28,36025,5,76.01,74,2,No
5427,41,Female,Operations,Associate,PhD,22,139914,4,86.4,81,0,No
5428,46,Male,Marketing,Team Lead,Diploma,21,52367,1,88.42,93,3,No
5429,33,Male,HR,Executive,Graduate,1,78875,5,66.95,83,3,Yes
5430,43,Other,Marketing,Team Lead,Post Graduate,4,53429,1,95.13,63,0,No
5431,40,Other,Sales,Analyst,High School,14,113193,4,93.04,65,1,Yes
5432,57,Male,Marketing,Analyst,Diploma,31,119415,1,90.23,6,3,No
5433,48,Female,Marketing,Manager,Graduate,5,44212,4,68.91,90,2,No
5434,37,Male,HR,Analyst,Diploma,13,20515,3,65.45,14,0,No
5435,48,Female,Operations,Associate,PhD,23,74150,2,67.22,82,2,Yes
5436,22,Female,Finance,Analyst,Post Graduate,20,23610,1,63.72,33,1,Yes
5437,45,Other,IT,Senior Manager,Post Graduate,13,29570,5,97.61,65,1,No
5438,26,Male,Sales,Senior Manager,Post Graduate,11,37673,3,94.06,27,3,No
5439,31,Male,Sales,Manager,High School,3,64749,2,63.63,65,2,No
5440,58,Female,Sales,Team Lead,PhD,20,47310,5,87.12,10,1,No
5441,26,Male,IT,Team Lead,High School,16,125402,5,69.82,69,0,No
5442,31,Other,Finance,Senior Manager,PhD,28,96460,4,60.69,55,1,Yes
5443,34,Other,Operations,Associate,PhD,15,125541,2,71.7,22,1,Yes
5444,22,Male,Marketing,Executive,PhD,17,105557,5,77.6,9,3,Yes
5445,23,Male,Operations,Associate,Post Graduate,10,68901,5,60.8,96,0,No
5446,55,Other,Sales,Senior Manager,Post Graduate,31,146118,5,72.95,82,1,No
5447,53,Male,Marketing,Associate,Post Graduate,27,110326,3,88.01,74,2,Yes
5448,44,Female,HR,Executive,High School,15,92656,2,69.14,23,0,No
5449,39,Male,Operations,Team Lead,Graduate,33,41088,4,79.4,59,0,No
5450,38,Female,HR,Senior Manager,PhD,29,16286,3,95.5,91,2,No
5451,44,Male,HR,Analyst,High School,21,66853,3,61.14,11,2,No
5452,55,Male,Operations,Executive,Post Graduate,4,77422,3,91.43,91,3,No
5453,21,Other,Sales,Executive,Post Graduate,8,126446,4,75.36,4,0,No
5454,56,Female,IT,Executive,Graduate,12,118756,4,81.65,18,2,Yes
5455,45,Other,Sales,Team Lead,Post Graduate,22,99579,3,69.23,71,0,No
5456,54,Male,HR,Associate,PhD,26,32515,3,83.16,36,0,No
5457,45,Other,HR,Manager,Diploma,31,82904,1,89.23,27,0,No
5458,36,Male,Sales,Analyst,Post Graduate,30,136636,4,68.06,43,0,No
5459,54,Male,IT,Senior Manager,Graduate,32,140635,5,73.73,42,0,No
5460,49,Male,IT,Associate,Diploma,25,89194,2,82.7,68,3,No
5461,39,Female,Marketing,Executive,PhD,17,96299,2,76.67,71,0,No
5462,43,Female,Finance,Team Lead,PhD,11,19057,2,71.73,87,0,No
5463,39,Female,HR,Executive,PhD,2,29559,3,78.07,19,3,No
5464,45,Other,IT,Associate,Graduate,4,24670,4,71.63,98,2,No
5465,36,Male,Operations,Senior Manager,Diploma,13,117687,1,72.07,5,2,No
5466,29,Other,HR,Analyst,PhD,11,138220,1,84.43,68,3,No
5467,21,Other,Finance,Executive,Post Graduate,3,29493,2,79.08,73,2,No
5468,39,Male,Operations,Team Lead,Diploma,15,113963,5,87.08,91,0,Yes
5469,53,Other,HR,Team Lead,PhD,10,146257,5,93.5,11,2,No
5470,54,Male,IT,Manager,Diploma,1,131764,5,97.72,14,1,No
5471,36,Male,Marketing,Team Lead,Post Graduate,12,126488,5,66.05,66,2,No
5472,38,Male,Sales,Manager,High School,7,80496,1,85.05,86,3,No
5473,54,Male,Operations,Analyst,PhD,20,84370,1,83.3,62,2,No
5474,45,Other,Sales,Senior Manager,Post Graduate,25,23724,4,94.68,35,2,No
5475,26,Other,IT,Manager,Graduate,34,37699,1,95.84,6,3,No
5476,41,Other,IT,Executive,PhD,14,40697,4,90.42,0,3,No
5477,26,Female,Operations,Associate,High School,29,71574,4,83.82,71,0,No
5478,52,Other,Finance,Executive,Post Graduate,1,67245,3,67.97,90,3,No
5479,59,Other,Operations,Senior Manager,Post Graduate,15,73488,1,71.07,48,1,No
5480,51,Female,HR,Team Lead,Diploma,12,72554,5,84.11,21,1,No
5481,30,Male,Finance,Associate,PhD,0,67925,2,65.57,51,3,No
5482,50,Male,Sales,Executive,High School,27,83399,4,67.36,94,1,No
5483,38,Male,HR,Associate,Graduate,0,99353,2,96.46,42,0,No
5484,44,Female,Finance,Manager,Diploma,33,137139,5,98.25,38,3,Yes
5485,29,Other,Sales,Senior Manager,PhD,12,66075,4,60.21,74,2,No
5486,51,Other,HR,Executive,High School,1,82020,4,94.5,42,0,No
5487,35,Other,Marketing,Team Lead,Diploma,3,33309,1,97.52,53,1,No
5488,24,Other,Operations,Associate,High School,24,16331,3,81.03,20,0,No
5489,29,Female,Operations,Team Lead,High School,33,30895,2,77.96,14,1,No
5490,29,Other,Operations,Associate,Diploma,12,136021,5,96.75,91,1,No
5491,46,Male,Marketing,Executive,Diploma,31,46957,3,60.3,37,1,Yes
5492,24,Female,Finance,Senior Manager,PhD,20,88111,3,93.62,22,0,No
5493,37,Female,IT,Analyst,Diploma,25,147715,1,71.86,90,2,No
5494,36,Male,HR,Executive,PhD,14,77739,4,85.65,82,2,No
5495,35,Male,Finance,Team Lead,High School,28,102017,5,72.93,79,2,No
5496,55,Other,IT,Analyst,Diploma,25,102822,3,80.92,75,2,Yes
5497,25,Male,Operations,Senior Manager,PhD,20,144842,3,92.33,50,2,No
5498,25,Female,Operations,Team Lead,PhD,11,41868,2,67.25,22,1,No
5499,40,Female,Operations,Senior Manager,Graduate,11,51478,5,86.56,50,2,No
5500,35,Female,IT,Associate,PhD,4,61388,5,95.93,70,3,No
5501,38,Other,HR,Executive,PhD,25,129080,3,96.04,45,1,No
5502,22,Other,HR,Senior Manager,Graduate,31,21193,4,95.76,93,2,No
5503,49,Male,IT,Team Lead,Post Graduate,1,121734,5,80.74,60,0,Yes
5504,33,Other,Sales,Executive,Diploma,7,120706,5,90.71,15,0,Yes
5505,24,Other,Operations,Team Lead,Graduate,26,15318,2,77.87,59,3,Yes
5506,30,Female,Finance,Team Lead,PhD,7,89289,2,78.41,31,1,Yes
5507,51,Female,HR,Analyst,PhD,23,100333,2,71.35,40,1,No
5508,28,Male,IT,Manager,Diploma,12,37769,4,71.41,59,1,No
5509,23,Female,Sales,Senior Manager,High School,28,61555,4,61.51,20,1,No
5510,29,Other,Marketing,Senior Manager,Graduate,12,59998,5,81.26,67,2,No
5511,50,Male,IT,Analyst,Post Graduate,22,54857,4,72.35,6,1,Yes
5512,31,Male,Sales,Associate,Diploma,14,148092,2,67.51,90,1,No
5513,55,Female,Marketing,Senior Manager,Diploma,23,79738,4,64.87,69,0,No
5514,57,Female,Sales,Analyst,Graduate,22,137580,5,73.88,19,2,No
5515,33,Female,HR,Senior Manager,PhD,9,65756,3,95.96,43,2,Yes
5516,56,Male,IT,Senior Manager,PhD,4,24876,1,80.66,43,2,No
5517,33,Female,Marketing,Team Lead,Post Graduate,4,90007,4,82.28,11,3,No
5518,32,Other,Sales,Analyst,Graduate,30,27343,3,62.17,58,2,No
5519,57,Male,Marketing,Associate,Diploma,0,67051,5,80.79,77,0,No
5520,30,Female,Finance,Senior Manager,Graduate,1,114172,3,86.7,33,0,Yes
5521,29,Other,IT,Associate,High School,28,78418,3,66.03,43,3,No
5522,27,Other,HR,Manager,Diploma,6,18013,3,99.34,80,0,No
5523,22,Female,Marketing,Analyst,Post Graduate,28,34694,2,96.6,39,0,Yes
5524,43,Other,Operations,Analyst,Post Graduate,8,64297,4,99.72,83,2,Yes
5525,59,Male,Sales,Analyst,Diploma,6,86163,3,74.41,1,2,No
5526,59,Male,Operations,Team Lead,PhD,27,49588,5,92.89,60,0,No
5527,41,Other,Marketing,Analyst,Diploma,9,103187,1,73.15,20,2,No
5528,43,Male,Operations,Team Lead,Diploma,15,145315,1,89.97,11,0,No
5529,49,Female,Sales,Manager,High School,9,122100,1,97.91,76,1,No
5530,34,Other,Marketing,Executive,Diploma,25,103252,2,66.2,64,1,No
5531,46,Male,HR,Team Lead,Graduate,33,50540,4,65.61,81,0,No
5532,25,Female,HR,Senior Manager,Graduate,33,43219,1,64.18,77,2,Yes
5533,51,Female,IT,Analyst,Post Graduate,13,57779,2,91.93,94,1,Yes
5534,45,Male,HR,Executive,PhD,17,87511,5,86.67,87,1,No
5535,51,Other,Marketing,Team Lead,Post Graduate,0,58614,5,80.89,11,1,No
5536,40,Female,Marketing,Associate,High School,16,137862,2,90.96,51,3,No
5537,37,Female,HR,Associate,Diploma,21,58079,4,94.0,88,0,No
5538,22,Female,Finance,Senior Manager,Post Graduate,15,142597,5,97.98,99,1,Yes
5539,45,Female,Marketing,Executive,Diploma,6,56905,4,68.05,13,2,Yes
5540,33,Other,IT,Manager,Post Graduate,14,122801,2,77.67,17,0,No
5541,59,Male,Finance,Team Lead,Diploma,20,77887,5,96.92,23,0,No
5542,48,Male,HR,Associate,Post Graduate,1,119886,5,78.45,25,1,No
5543,26,Male,Sales,Associate,Graduate,24,108807,3,79.51,93,1,No
5544,23,Female,Marketing,Team Lead,High School,8,59754,5,97.7,60,0,Yes
5545,55,Other,Sales,Associate,Post Graduate,19,102933,1,89.39,67,2,Yes
5546,38,Male,Operations,Manager,Graduate,9,104604,3,82.08,63,3,No
5547,31,Other,IT,Associate,PhD,20,103977,2,74.29,39,0,No
5548,40,Male,Finance,Team Lead,Post Graduate,3,88521,1,96.61,28,0,No
5549,25,Female,Sales,Analyst,Diploma,29,63767,1,60.36,17,0,No
5550,39,Male,IT,Associate,High School,33,61163,4,72.84,67,2,Yes
5551,42,Female,Sales,Team Lead,Graduate,29,120584,3,97.84,58,3,No
5552,39,Female,Sales,Analyst,Graduate,13,99950,4,79.93,96,3,Yes
5553,36,Male,IT,Associate,High School,21,116664,3,84.95,55,0,No
5554,44,Other,Marketing,Associate,Post Graduate,0,32855,3,81.3,65,1,No
5555,24,Female,Sales,Team Lead,Diploma,7,97589,1,75.89,11,1,No
5556,35,Other,IT,Senior Manager,PhD,10,86263,5,86.61,21,2,No
5557,45,Male,Sales,Senior Manager,Post Graduate,0,130942,4,90.66,61,1,No
5558,55,Female,Marketing,Executive,High School,4,17008,4,74.58,25,2,No
5559,34,Other,IT,Senior Manager,Post Graduate,9,79277,1,83.62,13,1,No
5560,39,Female,Sales,Manager,Post Graduate,12,131999,5,63.31,8,0,No
5561,58,Male,HR,Executive,High School,20,56508,3,81.9,73,2,No
5562,56,Female,Marketing,Senior Manager,High School,32,82170,3,89.91,6,1,No
5563,27,Male,Sales,Analyst,PhD,27,88444,5,83.41,46,0,No
5564,50,Other,Finance,Team Lead,High School,8,96084,3,95.14,57,2,Yes
5565,39,Female,IT,Senior Manager,High School,10,139518,4,71.45,19,2,No
5566,45,Other,Sales,Analyst,High School,28,52487,4,79.67,78,1,No
5567,36,Male,Marketing,Executive,Graduate,6,128584,4,63.5,55,1,No
5568,28,Male,Marketing,Team Lead,High School,26,141265,1,88.0,42,0,Yes
5569,38,Other,Finance,Senior Manager,High School,21,45569,3,77.72,97,3,No
5570,48,Other,Finance,Executive,High School,30,99720,1,81.21,59,2,No
5571,36,Male,Operations,Senior Manager,PhD,29,138189,3,65.14,51,0,No
5572,39,Other,Operations,Executive,Post Graduate,27,137415,4,99.89,87,0,No
5573,37,Male,Sales,Senior Manager,High School,19,94285,4,90.88,65,1,Yes
5574,33,Other,HR,Analyst,High School,14,104448,5,76.03,19,1,No
5575,27,Male,Marketing,Manager,PhD,14,138035,3,82.8,12,3,Yes
5576,47,Male,HR,Analyst,Post Graduate,11,20057,2,84.75,24,1,No
5577,30,Female,HR,Team Lead,PhD,16,84997,1,98.43,35,1,No
5578,54,Male,Sales,Senior Manager,Diploma,22,116456,4,90.74,2,2,No
5579,56,Male,IT,Manager,Diploma,5,71959,5,73.99,46,0,Yes
5580,45,Female,IT,Manager,Diploma,15,110468,5,99.11,11,2,Yes
5581,26,Female,IT,Team Lead,High School,26,27625,4,72.07,59,0,No
5582,44,Other,Finance,Team Lead,PhD,22,142264,3,83.08,96,2,No
5583,38,Other,Marketing,Manager,High School,0,24337,5,88.03,27,0,Yes
5584,43,Male,Finance,Team Lead,Diploma,6,113339,3,70.85,74,2,Yes
5585,26,Other,Marketing,Team Lead,Post Graduate,17,106588,5,98.25,80,1,No
5586,49,Other,Operations,Senior Manager,Post Graduate,21,18297,1,68.64,13,1,No
5587,45,Male,Marketing,Analyst,PhD,1,48658,3,77.67,30,0,Yes
5588,37,Female,Marketing,Associate,Post Graduate,25,28499,5,67.19,68,0,No
5589,44,Female,Sales,Executive,Diploma,31,22919,4,95.0,65,0,No
5590,31,Male,IT,Manager,PhD,22,111003,2,68.86,59,1,No
5591,46,Male,Finance,Executive,PhD,17,34044,4,61.39,76,3,No
5592,54,Male,Operations,Manager,Diploma,18,140286,3,61.56,19,0,Yes
5593,48,Male,Finance,Manager,Diploma,23,102878,4,76.55,10,0,No
5594,23,Male,Sales,Analyst,Diploma,3,149821,4,80.91,77,1,No
5595,31,Male,Marketing,Manager,Diploma,1,107961,2,61.67,3,2,No
5596,58,Other,Operations,Manager,PhD,29,54873,4,63.71,51,0,Yes
5597,34,Other,IT,Analyst,Post Graduate,30,103614,5,63.9,46,0,No
5598,46,Other,HR,Team Lead,Diploma,15,45184,1,86.74,66,0,No
5599,41,Female,HR,Associate,Graduate,32,126922,2,71.99,10,1,No
5600,59,Male,Sales,Executive,PhD,2,36778,3,82.5,49,2,No
5601,50,Male,IT,Manager,High School,17,138041,5,62.95,88,1,Yes
5602,28,Other,HR,Analyst,Post Graduate,9,146672,3,95.68,22,3,No
5603,40,Female,HR,Manager,PhD,1,40240,2,72.18,80,3,No
5604,52,Other,Operations,Analyst,Diploma,29,118261,2,91.13,61,1,No
5605,42,Male,Operations,Executive,Graduate,29,108893,4,93.07,52,2,No
